file,line,column,code,message
content/exercises/amscc/6bT4.tex,42,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6bT4.tex,46,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6bT4.tex,56,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6dR4.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/amscc/6pL1.tex,28,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6pL1.tex,65,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6pL1.tex,107,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6pL1.tex,140,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6pT4.tex,37,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6pT4.tex,56,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6pT4.tex,79,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6pT4.tex,123,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6pT4.tex,137,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6pT4.tex,158,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/6pT4.tex,113,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""On utilise désormais les résultats de la variable X pour un test de contrôle qualité sur u""."
content/exercises/amscc/6pT4.tex,121,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""setcounter enumi 3""."
content/exercises/amscc/7Fg9.tex,30,9,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Le joueur gagne 1 euro s'il tire dans la partie 1, tandis qu'il perd 1 euro s'il atteint l""."
content/exercises/amscc/7Fg9.tex,48,9,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""On admettra à partir de maintenant que la probabilité de gagner (c'est-à-dire d'avoir un g""."
content/exercises/amscc/7J6y.tex,19,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""colonnes \solution 3 1""."
content/exercises/amscc/7J6y.tex,86,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""fincolonnes \solution 3 1""."
content/exercises/amscc/7Z2k.tex,27,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7Z2k.tex,73,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7Z2k.tex,79,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7Z2k.tex,84,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7Z2k.tex,89,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7Z2k.tex,93,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7aK2.tex,23,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7aK2.tex,31,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7aK2.tex,55,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7aK2.tex,72,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7cH5.tex,31,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7cH5.tex,61,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7cH5.tex,76,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7cH5.tex,95,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7cH5.tex,143,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7cH5.tex,231,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/7cH5.tex,279,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""vspace 0.5cm""."
content/exercises/amscc/7rMC.tex,96,4,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""setcounter enumi 4""."
content/exercises/amscc/800X.tex,15,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Soit la série entière d'une variable réelle définie par : f \colon x \mapsto \sum\limits n""."
content/exercises/amscc/88TT.tex,24,4,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""draw[->,thick] (-1.5,0) -- (1.5,0) node[right] x ; \draw[->,thick] (0,-1.2) -- (0,1.2) nod""."
content/exercises/amscc/8SbE.tex,14,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Soit f:\R\rightarrow \R , 2\pi -p\'eriodique, d\'efinie par f(x)=\pi-|x| pour tout x\in]-\""."
content/exercises/amscc/8cP7.tex,30,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/8cP7.tex,48,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/8cP7.tex,84,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/8cP7.tex,107,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/8cP7.tex,132,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/8mP4.tex,31,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/8mP4.tex,71,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/8mP4.tex,100,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/8mP4.tex,151,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/9Acu.tex,14,3,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""colonnes \solution 2 1""."
content/exercises/amscc/9Acu.tex,43,3,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""fincolonnes \solution 2 1""."
content/exercises/amscc/9F2e.tex,40,4,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""setcounter enumi 4""."
content/exercises/amscc/9qB5.tex,26,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/9qB5.tex,35,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/9qB5.tex,52,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/9qB5.tex,76,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/AxDZ.tex,58,3,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""setcounter enumi 2""."
content/exercises/amscc/CPgC.tex,14,18,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""0.49\textwidth La chaînette est le nom que porte la courbe obtenue en tenant une corde (ou""."
content/exercises/amscc/CPgC.tex,20,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Le paramètre a>0 dépend de la chaînette : on peut écarter plus ou moins les mains. Ou, ce ""."
content/exercises/amscc/CPgC.tex,23,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""hfill 0.5\textwidth""."
content/exercises/amscc/CPgC.tex,26,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""def\xmin -3 ; \def\xmax +3 ; \def\ymin 0 ; \def\ymax +7 ; \draw[help lines] (\xmin,\ymin) ""."
content/exercises/amscc/CPgC.tex,36,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""foreach \a/\macoul in 3.0/20,2.5/40,2.0/60,1.5/80,1.0/100 \draw [very thick, color=red!\ma""."
content/exercises/amscc/CPgC.tex,45,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Le cosinus hyperbolique et le sinus hyperbolique sont la partie paire et impaire de l'expo""."
content/exercises/amscc/CPgC.tex,50,22,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""scale=0.8] \def\xmin -4 ; \def\xmax +3 ; \def\ymin -3 ; \def\ymax +5 ;""."
content/exercises/amscc/CPgC.tex,56,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""draw[help lines] (\xmin,\ymin) grid (\xmax,\ymax); \draw[->,>=latex,thick,gray] (\xmin,0) ""."
content/exercises/amscc/CPgC.tex,62,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""draw [very thick, color=orange,samples=200,smooth] plot(\x, exp(\x) ); \node[color=orange]""."
content/exercises/amscc/CPgC.tex,66,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""node[below right,gray] at (0,0) 0 ; \node[below right,gray] at (1,0) 1 ; \node[below right""."
content/exercises/amscc/CPgC.tex,70,3,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""qquad [scale=0.8] \def\xmin -3 ; \def\xmax +3 ; \def\ymin -3 ; \def\ymax +5 ; \draw[help l""."
content/exercises/amscc/CPgC.tex,82,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""draw [very thick, color=red,samples=200,smooth] plot(\x, (exp(\x)+exp(-\x))/2 );""."
content/exercises/amscc/CPgC.tex,84,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""draw [very thick, color=blue,samples=200,smooth] plot(\x, (exp(\x)-exp(-\x))/2 );""."
content/exercises/amscc/CPgC.tex,86,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""node[color=red] at (-1.6,4.5) \ch(x) ;""."
content/exercises/amscc/CPgC.tex,88,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""node[color=blue] at (-1.6,-1.5) \sh(x) ;""."
content/exercises/amscc/CPgC.tex,90,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""node[below right,gray] at (0,0) 0 ; \node[below right,gray] at (1,0) 1 ; \node[below left,""."
content/exercises/amscc/CPgC.tex,101,3,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""label prop:chainette1""."
content/exercises/amscc/CPgC.tex,103,11,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""ch 2(x) - \sh 2(x) = 1 , pour tout x \in \R .""."
content/exercises/amscc/CPgC.tex,106,11,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""ch '(x) = \sh(x) et \sh'(x) = \ch(x) .""."
content/exercises/amscc/CPgC.tex,109,11,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Les fonctions trigonométriques \cos et \sin sont dites << circulaires >>. On rappelle les ""."
content/exercises/amscc/CPgC.tex,114,5,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""On considère les courbes paramétrées C 1 \colon \left\ l x(t) = \cos(t)\\ y(t) = \sin(t)""."
content/exercises/amscc/CPgC.tex,119,6,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""right. et C 2 \colon \left\ l x(t) = \ch(t)\\ y(t) = \sh(t)""."
content/exercises/amscc/CPgC.tex,124,6,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""right.""."
content/exercises/amscc/CPgC.tex,134,14,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Etant donné un arc paramétré [t] cccc \mathcal C : \mathcal ]a;b[ \rightarrow \Rr 2\\ t \m""."
content/exercises/amscc/CPgC.tex,140,5,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""On considère une chaînette dont le point le plus bas est (0,a) et dont les extrémités ont ""."
content/exercises/amscc/CPgC.tex,158,10,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""On peut démontrer les propriétés suivantes des fonctions hyperboliques :""."
content/exercises/amscc/CPgC.tex,161,12,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""La fonction x \mapsto \ch x est une bijection de [0,+\infty[ dans [1,+\infty[ . Sa bijecti""."
content/exercises/amscc/CPgC.tex,180,12,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""La fonction x \mapsto \sh x est une bijection de \Rr dans \Rr . Sa bijection réciproque es""."
content/exercises/amscc/CPgC.tex,195,12,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Pour tout x \geq 1 : \Argch(x) = \ln\left( x+\sqrt x 2-1 \right) .""."
content/exercises/amscc/CPgC.tex,201,12,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Pour tout x \in \R : \Argsh(x) = \ln\left( x+\sqrt x 2+1 \right) .""."
content/exercises/amscc/CXE4.tex,72,2,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/CXE4.tex,92,5,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/DnxY.tex,14,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Voici un extrait des prix de l'essence relevés le 7 novembre 2022 sur cette base de donnée""."
content/exercises/amscc/DnxY.tex,16,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""https://data.economie.gouv.fr/explore/embed/dataset/prix-carburants-fichier-instantane-tes""."
content/exercises/amscc/DnxY.tex,18,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""L'échantillon est disponible en suivant \href https://stcyrterrenetdefensegouvf-my.sharepo""."
content/exercises/amscc/DzLc.tex,14,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Dans le cadre d'une enquête sur le SIDA réalisée en Allemagne durant l'été 1990 (A. Hahn, ""."
content/exercises/amscc/DzLc.tex,17,19,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""c|c|c|c|c| \hline Classe d'âge d'accord indécis pas d'accord Total \\ \hline 18 à <30 43 1""."
content/exercises/amscc/GFDv.tex,23,3,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/GFDv.tex,33,3,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/Hhtu.tex,21,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""colonnes \solution 2 1""."
content/exercises/amscc/Hhtu.tex,73,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""fincolonnes \solution 2 1""."
content/exercises/amscc/HojS.tex,16,20,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""2""."
content/exercises/amscc/HvSs.tex,15,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Une machine est conçue pour fabriquer des pièces pesant chacune 0 , 5 g. Dans les faits, l""."
content/exercises/amscc/LHbK.tex,13,11,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Soit \alpha un nombre r\'eel et (u n) la suite d\'efinie pour tout entier naturel n\geq 1 ""."
content/exercises/amscc/LHbK.tex,16,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Pour tout entier naturel n \geq 1 , on pose : v n = \frac n(n+1) 2n \alpha \quad \text et ""."
content/exercises/amscc/LfqB.tex,14,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Répondre par vrai ou faux. Aucune justification n'est demandée mais une mauvaise réponse e""."
content/exercises/amscc/LnaN.tex,15,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""La note obtenue par des étudiants à un examen suit une variable aléatoire X de loi normale""."
content/exercises/amscc/MWWz.tex,15,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""La fonction caractéristique d'une variable aléatoire X i suivant une loi uniforme sur [-d;""."
content/exercises/amscc/NgxZ.tex,23,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/NgxZ.tex,21,1,single-item-enumerate,Un exercice avec une seule question ne doit pas contenir un environnement enumerate avec un seul \item.
content/exercises/amscc/O5Wz.tex,38,11,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Soit Y la variable aléatoire égale à la plus grande des 3 durées de fonctionnement de la m""."
content/exercises/amscc/PPFk.tex,28,3,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""paragraph Partie A""."
content/exercises/amscc/PPFk.tex,41,3,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""paragraph Partie B""."
content/exercises/amscc/PUWY.tex,15,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Soit un entier k \geq 1 .""."
content/exercises/amscc/Qc6c.tex,23,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/Qc6c.tex,27,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/Qc6c.tex,31,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/Qds7.tex,16,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""colonnes \solution 3 1""."
content/exercises/amscc/Qds7.tex,27,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""fincolonnes \solution 3 1""."
content/exercises/amscc/Rg7q.tex,23,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/Rg7q.tex,27,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/Rg7q.tex,31,1,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/Rz9w.tex,17,3,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""colonnes \solution 3 1""."
content/exercises/amscc/Rz9w.tex,63,3,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""fincolonnes \solution 3 1""."
content/exercises/amscc/SfKE.tex,12,1,content-outside-contenu,La commande \texte{...} doit être dans \contenu{...}.
content/exercises/amscc/SfKE.tex,12,2,text-outside-contenu,"Texte hors \contenu{...}: ""texte{ On considère la série entière réelle $\displaystyle \sum_{n \geq 0} \dfrac{(n+1)x^n""."
content/exercises/amscc/Sqjo.tex,16,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""paragraph Partie 1 :""."
content/exercises/amscc/Sqjo.tex,25,2,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""paragraph Partie 2 :""."
content/exercises/amscc/T3aW.tex,25,3,empty-indication,La commande \indication{...} ne doit pas être vide.
content/exercises/amscc/T4fh.tex,14,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""Soit X une variable aléatoire suivant une loi de Bernoulli \mathcal B (p) où p \in ]0;1[ .""."
content/exercises/amscc/Uijb.tex,24,8,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""On considère la méthode numérique définie ci après (où \texttt log permet de calculer le l""."
content/exercises/amscc/Uijb.tex,26,1,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""x0 = 0.5 maxiter = 1000 for i in range(maxiter): x = - log(x) print(x)""."
